"# This file contains the energy consumption and yields of your device ""aroTHERM plus"" with serial 21222500100211330001005519N3 exported at 2024-07-13 19:55:28.",,,,,,,,,
2024-01-12 00:00:00,2024-01-12,27999.9,8000,9999.9,5000,37999.8,13000,3.400009333,3.400009333
2024-01-13 00:00:00,2024-01-13,36000.1,7000,14000.1,5000,50000.2,12000,3.263151247,3.263151247
2024-01-14 00:00:00,2024-01-14,34699.3,7000,11999.9,3000,46699.2,10000,3.779971866,3.779971866
2024-01-15 00:00:00,2024-01-15,35000.2,9000,13300.4,6000,48300.5,15000,3.279750679,3.279750679
2024-01-16 00:00:00,2024-01-16,36648.6,8000,16047.5,5000,52696.1,13000,3.121325573,3.121325573
2024-01-17 00:00:00,2024-01-17,37728.6,8000,16340.6,6000,54069.2,14000,3.046883253,3.046883253
2024-01-18 00:00:00,2024-01-18,44000,7000,23000,5000,67000,12000,2.821428571,2.821428571
2024-01-19 00:00:00,2024-01-19,41000,9000,19000,6000,60000,15000,3,3
2024-01-20 00:00:00,2024-01-20,29611.9,7000,10611.9,4000,40223.9,11000,3.505628974,3.505628974
2024-01-21 00:00:00,2024-01-21,13000,9000,4000,4000,17000,13000,3.75,3.75
2024-01-22 00:00:00,2024-01-22,17000,7000,6000,3000,23000,10000,3.666666667,3.666666667
2024-01-23 00:00:00,2024-01-23,15000,9000,5000,5000,20000,14000,3.4,3.4
2024-01-24 00:00:00,2024-01-24,14000,9000,5000,5000,19000,14000,3.3,3.3
2024-01-25 00:00:00,2024-01-25,10611.9,6000,3000,2000,13611.9,8000,4.32238,4.32238
2024-01-26 00:00:00,2024-01-26,20387.9,8000,7000,5000,27387.9,13000,3.365658333,3.365658333
2024-01-27 00:00:00,2024-01-27,24612.1,5387.9,9000,3388.1,33612.1,8776,3.421678869,3.421678869
2024-01-28 00:00:00,2024-01-28,17000,10612.1,5388.1,4611.9,22388.1,15224,3.76121,3.76121
2024-01-29 00:00:00,2024-01-29,9387.8,8000,3611.9,3000,12999.7,11000,3.62977359,3.62977359
2024-01-30 00:00:00,2024-01-30,20000.2,8000,6388.1,5000,26388.2,13000,3.458715677,3.458715677
2024-01-31 00:00:00,2024-01-31,20000.1,8000,7611.9,4000,27612.1,12000,3.411336646,3.411336646
2024-02-01 00:00:00,2024-02-01,21999.9,7000,7388.1,4000,29387.9,11000,3.546500294,3.546500294
2024-02-02 00:00:00,2024-02-02,12999.9,9000,4611.9,4000,17611.9,13000,3.554604675,3.554604675
2024-02-03 00:00:00,2024-02-03,10000,10000,4000,4000,14000,14000,3.5,3.5
2024-02-04 00:00:00,2024-02-04,15000.1,7000,5000,4000,20000.1,11000,3.444455556,3.444455556
2024-02-05 00:00:00,2024-02-05,16000.1,6000,6000,3000,22000.1,9000,3.444455556,3.444455556
2024-02-06 00:00:00,2024-02-06,14611.9,7000,5000,4000,19611.9,11000,3.401322222,3.401322222
2024-02-07 00:00:00,2024-02-07,24387.9,6000,8387.9,3000,32775.9,9000,3.668446333,3.668446333
2024-02-08 00:00:00,2024-02-08,18531.8,8000,6531.8,4000,25063.5,12000,3.519198997,3.519198997
2024-02-09 00:00:00,2024-02-09,11080.3,6879.2,4080.3,3879.4,15160.6,10758.6,3.25630363,3.25630363
2024-02-10 00:00:00,2024-02-10,18000,9120.8,6000,4120.6,24000,13241.4,3.679762069,3.679762069
2024-02-11 00:00:00,2024-02-11,21879.4,10758.9,7000,5879.4,28879.4,16638.3,3.534147553,3.534147553
2024-02-12 00:00:00,2024-02-12,22999.8,7241.1,8000,4120.6,30999.8,11361.7,3.495000248,3.495000248
2024-02-13 00:00:00,2024-02-13,15120.8,9000,5879.4,4000,21000.2,13000,3.441524789,3.441524789
2024-02-14 00:00:00,2024-02-14,7879.4,8000,2120.6,3000,10000,11000,4.101081904,4.101081904
2024-02-15 00:00:00,2024-02-15,3120.6,9000,2000,4000,5120.6,13000,3.0201,3.0201
2024-02-16 00:00:00,2024-02-16,11000,8000,3000,4000,14000,12000,3.714285714,3.714285714
2024-02-17 00:00:00,2024-02-17,7000,10000,2879.4,4000,9879.4,14000,3.471145739,3.471145739
2024-02-18 00:00:00,2024-02-18,11879.2,7000,3120.6,4000,14999.8,11000,3.651349605,3.651349605
2024-02-19 00:00:00,2024-02-19,12000.2,7000,4000,3000,16000.2,10000,3.714314286,3.714314286
2024-02-20 00:00:00,2024-02-20,14999.8,8000,5879.4,4000,20879.2,12000,3.32805636,3.32805636
2024-02-21 00:00:00,2024-02-21,13000,7000,4120.6,4000,17120.6,11000,3.462872202,3.462872202
2024-02-22 00:00:00,2024-02-22,21000.2,8000,7000,4000,28000.2,12000,3.636381818,3.636381818
2024-02-23 00:00:00,2024-02-23,28878.9,7000,10000,5000,38878.9,12000,3.391926667,3.391926667
2024-02-24 00:00:00,2024-02-24,28121.1,6638.2,11879.4,4879.4,40000.5,11517.7,3.074098384,3.074098384
2024-02-25 00:00:00,2024-02-25,27000,7361.8,10000,4120.6,37000,11482.3,3.433444754,3.433444754
2024-02-26 00:00:00,2024-02-26,28879.4,6000,10000,4000,38879.4,10000,3.491385714,3.491385714
2024-02-27 00:00:00,2024-02-27,27120.6,9000,10120.6,4000,37241.1,13000,3.558000368,3.558000368
2024-02-28 00:00:00,2024-02-28,16118.6,8000,6000,4000,22118.6,12000,3.41186,3.41186
2024-02-29 00:00:00,2024-02-29,19000,7000,6998.3,4000,25998.3,11000,3.364001709,3.364001709
2024-03-01 00:00:00,2024-03-01,24000,10000,8001.7,6000,32001.7,16000,3.428276566,3.428276566
2024-03-02 00:00:00,2024-03-02,26998.1,10000,9998.3,5000,36996.4,15000,3.466819573,3.466819573
2024-03-03 00:00:00,2024-03-03,27001.9,8000,11001.7,5000,38003.6,13000,3.18738634,3.18738634
2024-03-04 00:00:00,2024-03-04,24998.1,8000,9000,4000,33998.1,12000,3.538315385,3.538315385
2024-03-05 00:00:00,2024-03-05,22001.9,7000,8000,5000,30001.9,12000,3.230915385,3.230915385
2024-03-06 00:00:00,2024-03-06,18000,7000,6998.3,4000,24998.3,11000,3.273078567,3.273078567
2024-03-07 00:00:00,2024-03-07,20997.5,10000,6999.7,4000,27997.2,14000,3.818031401,3.818031401
2024-03-08 00:00:00,2024-03-08,21857.2,8000,7001.7,5000,28858.9,13000,3.487747569,3.487747569
2024-03-09 00:00:00,2024-03-09,20000,8000,7000,4000,27000,12000,3.545454545,3.545454545
2024-03-10 00:00:00,2024-03-10,12999.8,9000,5000,5000,17999.8,14000,3.19998,3.19998
2024-03-11 00:00:00,2024-03-11,19999.7,8000,7000,4000,26999.7,12000,3.545427273,3.545427273
2024-03-12 00:00:00,2024-03-12,12146.4,9000,4000,4000,16146.4,13000,3.6433,3.6433
2024-03-13 00:00:00,2024-03-13,8412.1,8000,3000,3000,11412.1,11000,3.73535,3.73535
2024-03-14 00:00:00,2024-03-14,9587.9,7000,3000,3000,12587.9,10000,3.76465,3.76465
2024-03-15 00:00:00,2024-03-15,9091.4,9000,4000,4000,13091.4,13000,3.261425,3.261425
2024-03-16 00:00:00,2024-03-16,21908.3,5000,7000,3000,28908.3,8000,3.69083,3.69083
2024-03-17 00:00:00,2024-03-17,8091.7,9000,3000,5000,11091.7,14000,3.1364625,3.1364625
2024-03-18 00:00:00,2024-03-18,10999.7,7000,4000,3000,14999.7,10000,3.571385714,3.571385714
2024-03-19 00:00:00,2024-03-19,3908.3,7000,2000,3000,5908.3,10000,3.18166,3.18166
2024-03-20 00:00:00,2024-03-20,6091.7,6000,2000,3000,8091.7,9000,3.41834,3.41834
2024-03-21 00:00:00,2024-03-21,11908.1,8000,4000,4000,15908.1,12000,3.4885125,3.4885125
2024-03-22 00:00:00,2024-03-22,13091.7,9000,4091.9,4000,17183.6,13000,3.730100471,3.730100471
2024-03-23 00:00:00,2024-03-23,21090.9,8000,7908.1,5000,28999,13000,3.253693417,3.253693417
2024-03-24 00:00:00,2024-03-24,16908.8,6000,6000,3000,22908.8,9000,3.545422222,3.545422222
2024-03-25 00:00:00,2024-03-25,15999.2,8000,5000,4000,20999.2,12000,3.666577778,3.666577778
2024-03-26 00:00:00,2024-03-26,14990.3,8000,5081.9,5000,20072.2,13000,3.280353902,3.280353902
2024-03-27 00:00:00,2024-03-27,20241.4,6000,7241.4,3000,27482.8,9000,3.562286406,3.562286406
2024-03-28 00:00:00,2024-03-28,18676.4,5000,6676.1,3000,25352.5,8000,3.446894927,3.446894927
2024-03-29 00:00:00,2024-03-29,0,0,0,0,0,0,0,0
2024-03-30 00:00:00,2024-03-30,0,0,0,0,0,0,0,0
2024-03-31 00:00:00,2024-03-31,0,0,0,0,0,0,0,0
2024-04-01 00:00:00,2024-04-01,0,0,1000,0,1000,0,1,1
2024-04-02 00:00:00,2024-04-02,5726.7,7000,1000,2000,6726.7,9000,5.242233333,5.242233333
2024-04-03 00:00:00,2024-04-03,17273,5726.9,6000,3000,23273,8726.9,3.555544444,3.555544444
2024-04-04 00:00:00,2024-04-04,11023.6,7272.9,5000,3000,16023.6,10272.9,3.2870625,3.2870625
2024-04-05 00:00:00,2024-04-05,2976.4,7000,1000,4000,3976.4,11000,2.99528,2.99528
2024-04-06 00:00:00,2024-04-06,3023.6,6000,1000,3000,4023.6,9000,3.2559,3.2559
2024-04-07 00:00:00,2024-04-07,4976.1,7000,2000,3000,6976.1,10000,3.39522,3.39522
2024-04-08 00:00:00,2024-04-08,9023.6,7000,3000,4000,12023.6,11000,3.289085714,3.289085714
2024-04-09 00:00:00,2024-04-09,15000.3,9000,5023.9,4000,20024.2,13000,3.659637186,3.659637186
2024-04-10 00:00:00,2024-04-10,13999.7,8000,4975.8,3000,18975.5,11000,3.758306377,3.758306377
2024-04-11 00:00:00,2024-04-11,4000,7000,2000,3000,6000,10000,3.2,3.2
2024-04-12 00:00:00,2024-04-12,5976.4,8000,2000,4000,7976.4,12000,3.3294,3.3294
2024-04-13 00:00:00,2024-04-13,2023.6,7000,1000,3000,3023.6,10000,3.2559,3.2559
2024-04-14 00:00:00,2024-04-14,12999.7,8000,4023.9,4000,17023.6,12000,3.617143783,3.617143783
2024-04-15 00:00:00,2024-04-15,15000,8000,4999.7,4000,19999.7,12000,3.555640744,3.555640744
2024-04-16 00:00:00,2024-04-16,10999.7,6000,4000,3000,14999.7,9000,3.428528571,3.428528571
2024-04-17 00:00:00,2024-04-17,14000,8000,4976.1,5000,18976.1,13000,3.205270597,3.205270597
2024-04-18 00:00:00,2024-04-18,23000,6000,8000,3000,31000,9000,3.636363636,3.636363636
2024-04-19 00:00:00,2024-04-19,8999.7,9000,3023.9,4000,12023.6,13000,3.562636142,3.562636142
2024-04-20 00:00:00,2024-04-20,13999.7,7000,5000,4000,18999.7,11000,3.3333,3.3333
2024-04-21 00:00:00,2024-04-21,13976.1,5022.8,4976.1,2023.1,18952.2,7045.9,3.714438793,3.714438793
2024-04-22 00:00:00,2024-04-22,16023.6,7976.9,6000,4976.6,22023.6,12953.6,3.18652406,3.18652406
2024-04-23 00:00:00,2024-04-23,12999.7,6000,5000,3000,17999.7,9000,3.3749625,3.3749625
2024-04-24 00:00:00,2024-04-24,18000,7000,6023.6,4000,24023.6,11000,3.494113891,3.494113891
2024-04-25 00:00:00,2024-04-25,18000,7047.2,6976.4,4000,24976.4,11047.2,3.281913924,3.281913924
2024-04-26 00:00:00,2024-04-26,13999.7,7952.8,5000,4000,18999.7,11952.8,3.439166667,3.439166667
2024-04-27 00:00:00,2024-04-27,18976.4,7000,7000,4000,25976.4,11000,3.361490909,3.361490909
2024-04-28 00:00:00,2024-04-28,17023.6,6000,6000,3000,23023.6,9000,3.558177778,3.558177778
2024-04-29 00:00:00,2024-04-29,5976.4,8000,2000,4000,7976.4,12000,3.3294,3.3294
2024-04-30 00:00:00,2024-04-30,5023.6,6000,2023.9,3000,7047.5,9000,3.194231573,3.194231573
2024-05-01 00:00:00,2024-05-01,6999.7,7000,2976.1,4000,9975.8,11000,3.006808962,3.006808962
2024-05-02 00:00:00,2024-05-02,7999.7,9000,2023.9,4000,10023.6,13000,3.822042199,3.822042199
2024-05-03 00:00:00,2024-05-03,11976.1,6000,4975.8,3000,16951.9,9000,3.253830337,3.253830337
2024-05-04 00:00:00,2024-05-04,6023.6,7000,2000,3000,8023.6,10000,3.60472,3.60472
2024-05-05 00:00:00,2024-05-05,3976.4,6000,2000,3000,5976.4,9000,2.99528,2.99528
2024-05-06 00:00:00,2024-05-06,1000,7000,0,3000,1000,10000,3.666666667,3.666666667
2024-05-07 00:00:00,2024-05-07,1000,7000,1000,3000,2000,10000,3,3
2024-05-08 00:00:00,2024-05-08,0,4000,0,2000,0,6000,3,3
2024-05-09 00:00:00,2024-05-09,0,5000,1000,2000,1000,7000,2.666666667,2.666666667
2024-05-10 00:00:00,2024-05-10,0,4000,0,2000,0,6000,3,3
2024-05-11 00:00:00,2024-05-11,0,5000,0,2000,0,7000,3.5,3.5
2024-05-12 00:00:00,2024-05-12,0,4000,0,2000,0,6000,3,3
2024-05-13 00:00:00,2024-05-13,0,7000,1000,3000,1000,10000,2.75,2.75
2024-05-14 00:00:00,2024-05-14,0,7000,0,3000,0,10000,3.333333333,3.333333333
2024-05-15 00:00:00,2024-05-15,0,5000,0,2000,0,7000,3.5,3.5
2024-05-16 00:00:00,2024-05-16,0,6000,0,3000,0,9000,3,3
2024-05-17 00:00:00,2024-05-17,0,5000,1000,2000,1000,7000,2.666666667,2.666666667
2024-05-18 00:00:00,2024-05-18,0,4559.3,0,2279.6,0,6838.9,3.000043867,3.000043867
2024-05-19 00:00:00,2024-05-19,0,7440.7,0,2720.4,0,10161.1,3.735149243,3.735149243
2024-05-20 00:00:00,2024-05-20,0,5000,0,2000,0,7000,3.5,3.5
2024-05-21 00:00:00,2024-05-21,1000,6000,1000,2000,2000,8000,3.333333333,3.333333333
2024-05-22 00:00:00,2024-05-22,0,5000,0,3000,0,8000,2.666666667,2.666666667
2024-05-23 00:00:00,2024-05-23,0,6000,0,3000,0,9000,3,3
2024-05-24 00:00:00,2024-05-24,1000,4000,1000,2000,2000,6000,2.666666667,2.666666667
2024-05-25 00:00:00,2024-05-25,0,0,0,0,0,0,0,0
2024-05-26 00:00:00,2024-05-26,0,0,1000,0,1000,0,1,1
2024-05-27 00:00:00,2024-05-27,0,0,0,0,0,0,0,0
2024-05-28 00:00:00,2024-05-28,0,0,0,0,0,0,0,0
2024-05-29 00:00:00,2024-05-29,0,0,0,0,0,0,0,0
2024-05-30 00:00:00,2024-05-30,0,0,1000,0,1000,0,1,1
2024-05-31 00:00:00,2024-05-31,0,8000,0,2000,0,10000,5,5
2024-06-01 00:00:00,2024-06-01,0,9000,0,4000,0,13000,3.25,3.25
2024-06-02 00:00:00,2024-06-02,0,4000,0,2000,0,6000,3,3
2024-06-03 00:00:00,2024-06-03,0,4000,1000,1000,1000,5000,3,3
2024-06-04 00:00:00,2024-06-04,0,6000,0,3000,0,9000,3,3
2024-06-05 00:00:00,2024-06-05,0,6000,0,3000,0,9000,3,3
2024-06-06 00:00:00,2024-06-06,1000,6000,1000,3000,2000,9000,2.75,2.75
2024-06-07 00:00:00,2024-06-07,0,4000,0,2000,0,6000,3,3
2024-06-08 00:00:00,2024-06-08,0,6000,0,3000,0,9000,3,3
2024-06-09 00:00:00,2024-06-09,1000,6000,1000,3000,2000,9000,2.75,2.75
2024-06-10 00:00:00,2024-06-10,0,4297.3,0,1148.7,0,5446,4.741011578,4.741011578
2024-06-11 00:00:00,2024-06-11,1000,6702.7,1000,3851.3,2000,10554,2.587759982,2.587759982
2024-06-12 00:00:00,2024-06-12,3000,7000,1000,3000,4000,10000,3.5,3.5
2024-06-13 00:00:00,2024-06-13,3000,7000,1000,3000,4000,10000,3.5,3.5
2024-06-14 00:00:00,2024-06-14,0,6000,0,3000,0,9000,3,3
2024-06-15 00:00:00,2024-06-15,0,7000,1000,3000,1000,10000,2.75,2.75
2024-06-16 00:00:00,2024-06-16,2000,3481.1,0,2240.6,2000,5721.8,3.446309024,3.446309024
2024-06-17 00:00:00,2024-06-17,0,6518.3,1000,2759.1,1000,9277.4,2.73400548,2.73400548
2024-06-18 00:00:00,2024-06-18,0,4000,0,2000,0,6000,3,3
2024-06-19 00:00:00,2024-06-19,0,4000,0,1000,0,5000,5,5
2024-06-20 00:00:00,2024-06-20,0,4000,0,2000,0,6000,3,3
2024-06-21 00:00:00,2024-06-21,0,4000,1000,2000,1000,6000,2.333333333,2.333333333
2024-06-22 00:00:00,2024-06-22,0,3000,0,1000,0,4000,4,4
2024-06-23 00:00:00,2024-06-23,0,3000,0,2000,0,5000,2.5,2.5
2024-06-24 00:00:00,2024-06-24,0,7000,0,3000,0,10000,3.333333333,3.333333333
2024-06-25 00:00:00,2024-06-25,0,4000,1000,1000,1000,5000,3,3
2024-06-26 00:00:00,2024-06-26,0,2000,0,1000,0,3000,3,3
2024-06-27 00:00:00,2024-06-27,0,5463.9,0,2000,0,7463.9,3.73195,3.73195
2024-06-28 00:00:00,2024-06-28,0,4535.7,0,3000,0,7535.7,2.5119,2.5119
2024-06-29 00:00:00,2024-06-29,0,4000,1000,1000,1000,5000,3,3
2024-06-30 00:00:00,2024-06-30,0,7000,0,3000,0,10000,3.333333333,3.333333333
2024-07-01 00:00:00,2024-07-01,0,5000,0,2000,0,7000,3.5,3.5
2024-07-02 00:00:00,2024-07-02,0,4562,1000,2000,1000,6562,2.520666667,2.520666667
2024-07-03 00:00:00,2024-07-03,0,6438,0,3000,0,9438,3.146,3.146
2024-07-04 00:00:00,2024-07-04,0,6000,0,3000,0,9000,3,3
2024-07-05 00:00:00,2024-07-05,0,8000,0,3000,0,11000,3.666666667,3.666666667
2024-07-06 00:00:00,2024-07-06,0,4828.6,1000,2914.3,1000,7743,2.233604987,2.233604987
2024-07-07 00:00:00,2024-07-07,1000,5171.4,0,2085.7,1000,7257,3.958862732,3.958862732
2024-07-08 00:00:00,2024-07-08,0,6000,0,3000,0,9000,3,3
2024-07-09 00:00:00,2024-07-09,0,6928.2,1000,2000,1000,8928.2,3.3094,3.3094
2024-07-10 00:00:00,2024-07-10,0,5071.8,0,2000,0,7071.8,3.5359,3.5359
2024-07-11 00:00:00,2024-07-11,0,4813.2,0,2604.4,0,7417.6,2.84810321,2.84810321
2024-07-12 00:00:00,2024-07-12,0,3186.8,0,1395.6,0,4582.4,3.28346231,3.28346231
2024-07-13 00:00:00,2024-07-13,0,0,1000,0,1000,0,1,1